segments,from_plain_text
heW,True
fAG,True
HomePage,True
gid,True
tU,True
yEt,True
wAX,True
44,True
tag,True
DOB,True
Leader,True
kEt,True
Er,True
gIt,True
43,True
Be,True
grouping,True
item,True
Interaction,True
face,True
vaS,True
shutterstock,True
Ne,True
ticket,True
Coed,True
sHe,True
themortgagereports,True
JAuk,True
Isn,True
Hoop,True
Ak,True
iAO,True
Plan,True
rise,True
citation,True
batch,True
subscriber,True
Aa,True
pin,True
coY,True
SOd,True
allowS,True
Mu,True
moT,True
kIl,True
KIEl,True
Ti,True
BU,True
toFu,True
resolved,True
THa,True
as,True
AIn,True
FOy,True
AcceptOr,True
PaT,True
than,True
score,True
Continent,True
lEt,True
ping,True
Of,True
fOil,True
mart,True
gor,True
tEd,True
hag,True
fractal,True
east,True
Chrome,True
VIre,True
vert,True
REV,True
doGe,True
LaN,True
scape,True
lA,True
NeW,True
accept,True
yEe,True
LAB,True
Nu,True
politico,True
mAS,True
KIn,True
ser,True
DOs,True
MU,True
veri,True
JaUP,True
sAB,True
reference,True
Net,True
URN,True
IHI,True
COM,True
LaX,True
front,True
table,True
necessary,True
pEe,True
BOr,True
jar,True
BAN,True
aPa,True
sit,True
cAAM,True
TI,True
Ea,True
taj,True
OrY,True
Hah,True
ghost,True
PANe,True
Fit,True
of,True
ctrl,True
wIg,True
self,True
Din,True
jOSS,True
cLOD,True
duration,True
wUr,True
Info,True
dIm,True
GIp,True
doubleclick,True
Services,True
wI,True
CEe,True
fUb,True
jo,True
sT,True
US,True
rE,True
bIT,True
daub,True
Wild,True
riO,True
ret,True
chosen,True
access,True
Zee,True
lapsed,True
Journal,True
Fe,True
signer,True
location,True
fee,True
resh,True
Gym,True
nAB,True
sOd,True
dux,True
fErIty,True
OWD,True
66,True
dEy,True
95,True
CUb,True
goI,True
wAy,True
TUnu,True
SuN,True
FaE,True
SOp,True
Up,True
uBi,True
BaM,True
away,True
ONa,True
wWw,True
zeD,True
European,True
ID,True
purpose,True
Why,True
Shop,True
wAY,True
hoe,True
LyS,True
hod,True
Se,True
COt,True
SESSION,True
fiG,True
gAy,True
css,True
bop,True
bYe,True
TIe,True
BRunT,True
Em,True
ZoA,True
SoY,True
fET,True
MAW,True
FeE,True
pUB,True
AWD,True
Per,True
doG,True
uncia,True
syE,True
Abandon,True
egg,True
TART,True
mi,True
FOu,True
stag,True
Ur,True
cue,True
Only,True
language,True
across,True
fOxeR,True
BOo,True
yola,True
Settings,True
ZAX,True
oH,True
sEt,True
MHo,True
prod,True
Article,True
MUx,True
Error,True
aU,True
thaw,True
Xbl,True
section,True
TUX,True
CAAM,True
RAM,True
ya,True
ka,True
28,True
aI,True
cAM,True
AYE,True
JoY,True
Unknown,True
AiL,True
BIb,True
boW,True
Port,True
medicalnewstoday,True
tuI,True
GiD,True
selection,True
Fox,True
autodesk,True
HEt,True
Date,True
city,True
hE,True
NT,True
auction,True
iIi,True
sey,True
gO,True
ToG,True
dIe,True
ravens,True
rex,True
fiver,True
zAd,True
Dak,True
hoX,True
RUm,True
Kon,True
theme,True
aK,True
AIM,True
rux,True
weld,True
CUE,True
75,True
LaG,True
MEDIA,True
LAc,True
uta,True
DUo,True
gID,True
REGISTERED,True
Pob,True
interaction,True
lAg,True
SsU,True
Video,True
Coffee,True
Default,True
nIOg,True
click,True
uS,True
tari,True
Fir,True
phone,True
vEst,True
current,True
plethora,True
IC,True
veRt,True
ye,True
GRR,True
hOnG,True
TAA,True
dIt,True
GAUp,True
affiliate,True
From,True
sNY,True
wa,True
77,True
WAr,True
gEZ,True
coUp,True
aDo,True
ranI,True
SYNC,True
me,True
DeY,True
BoR,True
actual,True
AKO,True
am,True
aT,True
AWa,True
tOE,True
true,True
TAO,True
lIT,True
Wis,True
GId,True
gUe,True
goal,True
waN,True
recap,True
Nit,True
Seg,True
gam,True
Ram,True
gup,True
Austral,True
username,True
inst,True
medlineplus,True
BOw,True
system,True
eAN,True
subject,True
rub,True
dIN,True
GAZ,True
COx,True
eh,True
Ug,True
OH,True
oKI,True
MaR,True
FU,True
leU,True
Za,True
beat,True
find,True
ate,True
nEA,True
DI,True
toW,True
FAm,True
Bookmarked,True
gINg,True
Leg,True
eRd,True
vOG,True
fEd,True
MuN,True
Sob,True
jurisdiction,True
oRF,True
PAw,True
POE,True
SOP,True
egO,True
gI,True
WA,True
developer,True
Yon,True
WO,True
expiry,True
ebb,True
recording,True
bYE,True
obi,True
Sho,True
poB,True
men,True
State,True
soE,True
SuP,True
Origin,True
UTa,True
oreilly,True
JEt,True
scheme,True
Shy,True
down,True
ihg,True
RA,True
element,True
jAB,True
CrOY,True
point,True
giO,True
yEX,True
Compliance,True
redux,True
bAL,True
HIA,True
Um,True
tsT,True
CAID,True
poL,True
Information,True
yobI,True
tRy,True
aW,True
colossus,True
MeT,True
cl,True
fTp,True
iNk,True
POD,True
Nob,True
SORY,True
ode,True
da,True
oat,True
yan,True
uG,True
proxy,True
CLUSTER,True
sib,True
Ah,True
RE,True
IE,True
wYE,True
SA,True
gUy,True
aPp,True
low,True
post,True
Wye,True
role,True
BOY,True
aX,True
Te,True
SaIC,True
sOg,True
Gur,True
COm,True
Trust,True
Known,True
pA,True
Spa,True
need,True
GoO,True
48,True
level,True
usnews,True
field,True
vice,True
PuA,True
AX,True
pages,True
GNU,True
On,True
jaw,True
pU,True
COr,True
bAl,True
2D,True
pic,True
tED,True
AKe,True
ben,True
ZaK,True
last,True
RfE,True
parent,True
borough,True
gA,True
bitnami,True
jp,True
EyN,True
event,True
TIL,True
Salted,True
Hove,True
CEde,True
urn,True
off,True
jIg,True
scribd,True
YoR,True
Loading,True
tCH,True
CoM,True
Hood,True
LAX,True
calendly,True
naK,True
Mon,True
18,True
OS,True
list,True
zAc,True
site,True
fm,True
tOPAZ,True
kep,True
tAT,True
be,True
locality,True
MOHr,True
Via,True
hmoNG,True
news,True
SwoW,True
80,True
sNy,True
Through,True
os,True
market,True
EMAIL,True
mail,True
understanding,True
eRg,True
fired,True
iaO,True
HER,True
discovery,True
Development,True
DuRa,True
khu,True
Ym,True
QUo,True
fLOc,True
Wun,True
Kra,True
fid,True
Alo,True
Office,True
yAS,True
Dove,True
type,True
TaA,True
WIT,True
cookie,True
biN,True
conversation,True
IVa,True
mapquest,True
DEFAULT,True
Activity,True
tablet,True
Lab,True
isba,True
Fey,True
veX,True
canada,True
PIER,True
AvE,True
tIt,True
due,True
ABB,True
TWO,True
bookmarked,True
tEn,True
net,True
plOp,True
yR,True
od,True
Solution,True
EY,True
aM,True
thestar,True
Ko,True
cow,True
WIS,True
tappx,True
wALl,True
tUbbY,True
theverge,True
hOg,True
INbE,True
RIp,True
76,True
WeEze,True
sOv,True
KIl,True
Lap,True
umU,True
Rod,True
FIE,True
PO,True
GIn,True
sidebar,True
AMA,True
outbrain,True
kAPa,True
BYE,True
MASs,True
nable,True
yahoo,True
TH,True
keD,True
PAd,True
SrC,True
HEx,True
Doc,True
implicit,True
URBAN,True
Beg,True
Unload,True
sep,True
Ie,True
MAC,True
premium,True
nbcnews,True
THO,True
zer,True
SHAD,True
lefigaro,True
Slum,True
swiftlocalsolutions,True
pI,True
got,True
eS,True
aw,True
haU,True
175,True
SEa,True
wordpress,True
yOM,True
gED,True
gAD,True
TUA,True
gartner,True
RoAN,True
fub,True
unform,True
responsive,True
Howl,True
wallet,True
HUNH,True
schwa,True
dUX,True
CluB,True
veIn,True
fa,True
Confirm,True
Ope,True
zEl,True
With,True
WiD,True
cond,True
mein,True
sea,True
piNk,True
bey,True
pais,True
Aby,True
appl,True
bid,True
incognito,True
COrd,True
through,True
ked,True
TUB,True
bing,True
ShI,True
version,True
illy,True
SEG,True
fAr,True
wAp,True
TId,True
transparency,True
NI,True
speedtest,True
referrer,True
attribute,True
nAK,True
Flavor,True
Yor,True
DoG,True
path,True
reX,True
COo,True
um,True
turns,True
MoUt,True
bEl,True
MAu,True
AyU,True
Offer,True
GlagA,True
lim,True
Review,True
mOla,True
NYE,True
nuB,True
Tri,True
34,True
Has,True
cAy,True
tue,True
nasa,True
Washing,True
tAu,True
tars,True
ym,True
sER,True
cC,True
In,True
MawK,True
asE,True
CEP,True
provenance,True
gee,True
lAY,True
kona,True
hIc,True
BIN,True
britannica,True
vAg,True
DEW,True
41,True
pus,True
based,True
mag,True
POm,True
aA,True
GOi,True
gIT,True
Ow,True
pEs,True
GuL,True
gAw,True
snUP,True
son,True
lEW,True
URL,True
gAb,True
Service,True
Eer,True
romp,True
PeP,True
eVE,True
Da,True
cAw,True
CRoY,True
authority,True
ten,True
sky,True
ra,True
sex,True
pUD,True
se,True
isN,True
authentication,True
into,True
waV,True
ACt,True
FIn,True
65,True
fix,True
completed,True
constantcontact,True
Language,True
mAe,True
Sa,True
matcher,True
advertisement,True
came,True
Es,True
YeX,True
Xi,True
goT,True
adweek,True
ARA,True
HOx,True
KEB,True
timor,True
vAlE,True
icO,True
Subscribe,True
Ref,True
BOA,True
Th,True
CLEANER,True
Cho,True
WoB,True
PdF,True
aNY,True
accepted,True
blo,True
reg,True
twitter,True
pubmatic,True
browse,True
fig,True
55,True
pOI,True
den,True
bAe,True
OLm,True
DUn,True
bidder,True
floor,True
SINa,True
desk,True
granted,True
BAun,True
anI,True
prep,True
repeat,True
corporate,True
ins,True
service,True
YEo,True
HaP,True
apple,True
Grr,True
view,True
BEg,True
GoT,True
undertone,True
Value,True
SIE,True
SlAD,True
ByE,True
msnbc,True
sHE,True
ZIG,True
UM,True
Out,True
kOP,True
AdZ,True
ax,True
ALand,True
OAM,True
rOT,True
art,True
Tad,True
mIl,True
duE,True
yN,True
dixy,True
Real,True
bag,True
dYe,True
TAy,True
hup,True
lORs,True
joB,True
hIt,True
far,True
Ya,True
pAN,True
NEi,True
bUg,True
98,True
DAD,True
SSu,True
framework,True
hER,True
gamespot,True
Mag,True
conference,True
lIm,True
DaM,True
tour,True
bY,True
don,True
JaM,True
term,True
cad,True
Tue,True
nIm,True
waH,True
dI,True
si,True
luE,True
Regular,True
keP,True
NUN,True
WoANt,True
Bit,True
rum,True
alk,True
tUrp,True
Auto,True
tib,True
bAD,True
FoE,True
RAN,True
PiT,True
tam,True
currency,True
sCan,True
bur,True
Bool,True
dAE,True
tuA,True
haRD,True
WEn,True
NIp,True
before,True
yAp,True
CPU,True
star,True
statistics,True
An,True
16,True
transportation,True
bet,True
ski,True
stripe,True
biT,True
urbanintellectuals,True
Tag,True
HYp,True
SIME,True
rFe,True
product,True
ee,True
tEem,True
ZaR,True
Cond,True
5TH,True
atlassian,True
Soh,True
Wiz,True
quO,True
ado,True
culture,True
note,True
Sey,True
personalization,True
tui,True
WaX,True
oN,True
DE,True
pUG,True
Month,True
wiZ,True
stime,True
DYe,True
modal,True
Browse,True
tube,True
gLen,True
WiNy,True
comment,True
To,True
hoD,True
economist,True
one,True
sIs,True
FUn,True
Sar,True
mUD,True
9X,True
exchange,True
BaA,True
cap,True
heap,True
CEE,True
biz,True
HAh,True
HEp,True
YN,True
ZeE,True
68,True
FOB,True
cI,True
Hip,True
hEi,True
Tu,True
jUD,True
stob,True
dao,True
survey,True
lAP,True
oIi,True
wAg,True
LIn,True
155,True
email,True
View,True
GUe,True
tAN,True
wAN,True
colors,True
oE,True
Wy,True
wHa,True
WY,True
59,True
wired,True
ALto,True
skI,True
Browser,True
zoO,True
DaFF,True
block,True
20th,True
rottentomatoes,True
Fa,True
kor,True
poy,True
bAW,True
high,True
validate,True
home,True
longitude,True
hero,True
gallery,True
Dots,True
poW,True
similar,True
taD,True
kickstarter,True
jOb,True
FAn,True
sort,True
Education,True
23,True
bob,True
ide,True
snap,True
sequence,True
created,True
YEa,True
geM,True
name,True
touch,True
67,True
visitor,True
He,True
ava,True
hopkinsmedicine,True
times,True
HEX,True
yeE,True
Hut,True
di,True
ZIP,True
cIt,True
GA,True
kHar,True
n4,True
AAM,True
High,True
21sT,True
bET,True
Analytics,True
NAK,True
mem,True
www,True
bloomberg,True
Pau,True
accuracy,True
LOOK,True
pLy,True
temperature,True
functional,True
FuT,True
LAtH,True
request,True
GE,True
pUr,True
Enterprise,True
GaS,True
FOE,True
gEN,True
Choice,True
oLM,True
HOy,True
out,True
OBe,True
entitlement,True
9x,True
WaB,True
dialog,True
ilK,True
TUny,True
NO,True
WIn,True
cEE,True
mien,True
bund,True
Partly,True
Ci,True
sessionS,True
Practice,True
ZAR,True
Save,True
wID,True
deadline,True
mailchimp,True
47,True
70,True
pST,True
paC,True
gZ,True
area,True
Ana,True
Research,True
cisco,True
PuP,True
gip,True
paN,True
FiR,True
wide,True
Pop,True
chi,True
etsy,True
audit,True
improvement,True
accordion,True
tA,True
NAB,True
49,True
rite,True
Rab,True
fI,True
Sub,True
Ship,True
GUY,True
mpG,True
partial,True
ring,True
WE,True
NiX,True
vol,True
And,True
46,True
TOG,True
hollywoodreporter,True
hub,True
LEV,True
Update,True
graT,True
agE,True
passport,True
QUIP,True
support,True
zEd,True
NID,True
SURF,True
PaP,True
tWO,True
HoG,True
MoB,True
AE,True
Launch,True
birthday,True
OHo,True
pat,True
aeR,True
mAE,True
min,True
VEt,True
COS,True
PleB,True
27,True
AA,True
bAP,True
plan,True
TIN,True
nAg,True
200,True
identity,True
rUb,True
blocked,True
dIS,True
Kor,True
wy,True
alO,True
TuWI,True
motT,True
Pox,True
dag,True
shop,True
zendesk,True
58,True
OHM,True
ASs,True
Cv,True
aNt,True
cor,True
faY,True
spotify,True
native,True
demographic,True
carte,True
Zip,True
PRODUCT,True
varnish,True
pau,True
views,True
CArd,True
puL,True
wowT,True
OW,True
See,True
Fob,True
Ply,True
VAT,True
pu,True
TOe,True
fallback,True
pEg,True
capable,True
NU,True
WAh,True
Domain,True
Pod,True
WeY,True
toG,True
skin,True
agO,True
zO,True
loa,True
WEB,True
Nak,True
Nul,True
rid,True
12,True
NEf,True
Dogs,True
fEI,True
Medicine,True
Gio,True
40,True
Hop,True
paper,True
ouF,True
maw,True
YE,True
axIL,True
urbandictionary,True
safety,True
gon,True
kEa,True
tamp,True
admi,True
frY,True
tests,True
LARD,True
large,True
jAY,True
BaW,True
HeI,True
BEd,True
JOb,True
land,True
es,True
woe,True
Dod,True
fA,True
TWo,True
fed,True
Tho,True
GOO,True
fiverr,True
ja,True
marO,True
best,True
Repeatable,True
prompt,True
sAj,True
Sye,True
V0,True
SuB,True
Veri,True
tum,True
GOt,True
SOe,True
tcH,True
Wi,True
Jaw,True
to,True
at,True
POY,True
AgA,True
group,True
Secure,True
aniview,True
YOu,True
pinned,True
cot,True
YoW,True
63,True
Ruff,True
set,True
PaD,True
fardH,True
UpS,True
BOG,True
Reh,True
outback,True
wYe,True
GAU,True
kaY,True
TUnA,True
tawa,True
Idea,True
HeX,True
Ho,True
lOG,True
EN,True
GNu,True
MeN,True
place,True
jA,True
YAH,True
mO,True
LyNX,True
galE,True
qEri,True
FaB,True
DATA,True
ey,True
styling,True
statement,True
done,True
amelia,True
id,True
sEw,True
lew,True
yAk,True
IL,True
Ox,True
hEP,True
reuters,True
PU,True
SaY,True
teW,True
nAtR,True
Cur,True
lazy,True
rUe,True
cd,True
BaC,True
57,True
FeZ,True
Rie,True
seekingalpha,True
project,True
cloudflare,True
yOX,True
blur,True
tH,True
dROw,True
la,True
sina,True
TOUT,True
CHA,True
optimize,True
CaT,True
anonymous,True
doE,True
tst,True
wode,True
radius,True
sUM,True
ess,True
Mozilla,True
Darg,True
piNe,True
dyE,True
Hay,True
GOl,True
bOp,True
deB,True
program,True
fun,True
lob,True
size,True
Aft,True
Roi,True
Sign,True
vista,True
feE,True
bes,True
FORM,True
rig,True
ZAD,True
iso,True
WORLD,True
Mux,True
text,True
hA,True
REx,True
form,True
FRA,True
Disabled,True
uRD,True
New,True
nAV,True
amazon-adsystem,True
LOd,True
discord,True
java,True
company,True
HuT,True
rEv,True
RUt,True
oFF,True
AwE,True
via,True
usE,True
naY,True
LYS,True
ging,True
publish,True
LOpe,True
headline,True
capped,True
assemblyexchange,True
sOY,True
Yeo,True
sLY,True
count,True
BIs,True
jUG,True
WIG,True
audience,True
ICE,True
Antivirus,True
whY,True
Hash,True
loP,True
CeE,True
recommendation,True
NOse,True
banner,True
BAch,True
Minute,True
lIss,True
Cd,True
AME,True
TASs,True
wWW,True
Post,True
sON,True
marketwatch,True
delete,True
WuT,True
techcrunch,True
rev,True
rAY,True
title,True
GUrT,True
bAA,True
CXX,True
NaY,True
Employment,True
rHo,True
tE,True
CoO,True
median,True
device,True
taxonomy,True
CLOUD,True
OUT,True
BAp,True
Jog,True
us,True
Lot,True
HEP,True
St,True
POP,True
RhE,True
TRY,True
RiA,True
tile,True
kO,True
print,True
Region,True
DOT,True
int,True
Bucket,True
YOw,True
ER,True
eR,True
venue,True
buB,True
nak,True
sog,True
Foe,True
mOb,True
iDE,True
coR,True
NAg,True
dictionary,True
sTOF,True
choose,True
laN,True
MAp,True
nA,True
loT,True
you,True
iE,True
aRX,True
hbr,True
Device,True
cast,True
AER,True
tOI,True
uGh,True
bAE,True
shuffle,True
ARY,True
DEV,True
raS,True
Ce,True
FOD,True
LiTh,True
Phi,True
quick,True
bIZ,True
server,True
IT,True
gaVe,True
initial,True
gitlab,True
eY,True
Not,True
DOm,True
hoi,True
STY,True
PiR,True
geo,True
WaS,True
fum,True
flex,True
iCh,True
ABy,True
Fud,True
mun,True
pEP,True
Ex,True
googleusercontent,True
browser,True
lab,True
32,True
disable,True
TRy,True
display,True
guE,True
wot,True
kIP,True
FAb,True
wsj,True
hain,True
DaP,True
hist,True
MoG,True
REX,True
woE,True
bick,True
stack,True
gurk,True
cro,True
trait,True
DID,True
fIp,True
emE,True
eLf,True
spread,True
pur,True
DIRECT,True
riA,True
design,True
au,True
SOCIAL,True
bA,True
KOu,True
thehill,True
Aye,True
none,True
fIb,True
moU,True
GEl,True
Dit,True
La,True
snapchat,True
forms,True
crazy,True
cache,True
bub,True
stamp,True
customer,True
PopE,True
property,True
RIG,True
Sib,True
akEE,True
call,True
JaP,True
Aid,True
BOy,True
teA,True
tu,True
CWM,True
GU,True
arn,True
muid,True
an,True
nUl,True
header,True
Nast,True
Jp,True
fresh,True
rUM,True
mIg,True
registrant,True
wiPe,True
aDZ,True
activated,True
providers,True
TOi,True
puT,True
my,True
gEO,True
DAk,True
full,True
mu,True
Proo,True
community,True
rod,True
rOoD,True
zAC,True
PAc,True
FUt,True
aCT,True
HaM,True
gYM,True
YES,True
Awe,True
Vs,True
NONE,True
YeN,True
GYn,True
permissions,True
JiB,True
signature,True
dev,True
dhu,True
Ona,True
vEI,True
woB,True
zeL,True
Home,True
selected,True
Dry,True
SAo,True
edu,True
LEA,True
SeG,True
wuR,True
WIZ,True
Wog,True
Replace,True
consumer,True
EMPTY,True
store,True
SeC,True
Po,True
93,True
seX,True
wUt,True
BeMaD,True
vEi,True
56,True
census,True
pPC,True
public,True
CoP,True
Nar,True
panel,True
pewresearch,True
Hero,True
rIb,True
myspace,True
NIm,True
er,True
CLY,True
DUNg,True
400,True
tot,True
TimeD,True
CHo,True
pIR,True
fuR,True
emerald,True
Party,True
ox,True
bUY,True
GUZ,True
Zo,True
pa,True
achieve,True
fi,True
PpC,True
eME,True
aln,True
Lai,True
hOW,True
Sale,True
method,True
dUN,True
SOum,True
PUl,True
ORGANIC,True
GAVE,True
deE,True
corp,True
pua,True
iNN,True
ANd,True
NOW,True
third,True
Email,True
CLOSE,True
sPor,True
"us""}",True
goL,True
TAE,True
number,True
master,True
Ad,True
basto,True
Organic,True
Version,True
TaI,True
zar,True
We,True
zee,True
Geo,True
dan,True
gyP,True
pCH,True
spy,True
sh,True
